Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,NumMissVals,LogSalePrice,NeighborhoodCountQuartiles,NeighborhoodQuality
786,20,RL,,9790,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,Average,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,No,Rec,251.0,LwQ,630.0,491,1372,GasA,TA,Y,SBrkr,1342,0,0,1342,0,0,2,0,3,1,Bad/Typical,7,Typ,1,Attchd,1967.0,Unf,2,457,TA,TA,Y,0,0,0,0,197,0,0,9,2009,WD,Normal,161500,5,11.992260421644849,Q2,Q3
787,50,Other,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Average,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Bad/Typical,Gd,PConc,Bad,TA,No,LwQ,686.0,Unf,0.0,0,686,GasA,TA,Y,SBrkr,966,686,0,1652,1,0,2,0,4,1,Bad/Typical,7,Typ,0,Detchd,1961.0,Unf,1,416,TA,TA,Y,0,0,196,0,0,0,1200,6,2010,WD,Normal,139000,4,11.842229212112828,Q3,Q1
788,60,RL,76.0,10142,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Average,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Good/Excellent,TA,PConc,Good,TA,No,GLQ,656.0,Unf,0.0,300,956,GasA,Ex,Y,SBrkr,956,1128,0,2084,1,0,2,1,4,1,Good/Excellent,8,Typ,0,BuiltIn,2004.0,RFn,2,618,TA,TA,Y,0,45,0,0,0,0,0,1,2010,WD,Normal,233000,5,12.358793732547838,Q2,Q2
789,20,Other,50.0,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,Bad,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,No,Unf,0.0,Unf,0.0,901,901,GasA,Ex,Y,SBrkr,901,0,0,901,0,0,1,0,2,1,Bad/Typical,4,Typ,0,Detchd,1954.0,Unf,1,281,Fa,TA,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,107900,5,11.588960151246226,Q3,Q1
790,60,RL,,12205,Pave,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,Average,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,Bad/Typical,TA,CBlock,Neutral,Fa,Gd,LwQ,568.0,Unf,0.0,264,832,GasA,Gd,Y,SBrkr,976,1111,0,2087,0,0,2,1,5,1,Good/Excellent,9,Typ,0,Attchd,1966.0,Fin,2,444,TA,TA,Y,133,168,0,0,0,0,0,7,2007,WD,Normal,187500,6,12.141534124392603,Q1,Q3
791,120,RL,43.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Average,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Good/Excellent,TA,PConc,Good,TA,No,GLQ,16.0,Unf,0.0,1129,1145,GasA,Ex,Y,SBrkr,1145,0,0,1145,0,0,2,0,2,1,Good/Excellent,5,Typ,1,Attchd,2005.0,Fin,2,397,TA,TA,Y,100,16,0,0,0,0,0,9,2009,WD,Normal,160200,4,11.984178313616395,Q1,Q3
792,80,RL,,11333,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,Average,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,Bad/Typical,TA,PConc,Good,TA,Av,ALQ,539.0,Unf,0.0,490,1029,GasA,TA,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,1,Bad/Typical,5,Typ,2,Attchd,1976.0,RFn,2,539,TA,TA,Y,120,0,0,0,0,0,0,5,2007,WD,Normal,146800,5,11.896826395162552,Q1,Q2
793,60,RL,92.0,9920,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Average,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,Good/Excellent,TA,PConc,Good,TA,Av,GLQ,862.0,Unf,0.0,255,1117,GasA,Ex,Y,SBrkr,1127,886,0,2013,1,0,2,1,3,1,Bad/Typical,8,Typ,1,Attchd,1997.0,Unf,2,455,TA,TA,Y,180,130,0,0,0,0,0,6,2007,WD,Normal,269790,4,12.50539915757667,Q1,Q4
794,20,RL,76.0,9158,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Superb,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Good/Excellent,TA,PConc,Good,TA,Av,Unf,0.0,Unf,0.0,1496,1496,GasA,Ex,Y,SBrkr,1496,0,0,1496,0,0,2,0,3,1,Good/Excellent,7,Typ,0,Attchd,2007.0,Fin,2,474,TA,TA,Y,168,130,0,0,0,0,0,6,2007,New,Partial,225000,5,12.323855681186558,Q3,Q4
795,60,RL,,10832,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Average,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,Good/Excellent,TA,PConc,Good,TA,No,Unf,0.0,Unf,0.0,712,712,GasA,Ex,Y,SBrkr,1086,809,0,1895,0,0,2,1,3,1,Good/Excellent,7,Typ,1,Attchd,1994.0,Fin,2,409,TA,TA,Y,143,46,0,0,0,0,500,10,2008,WD,Normal,194500,4,12.178187442040638,Q3,Q3
796,60,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Average,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,Bad/Typical,TA,CBlock,Good,TA,No,Unf,0.0,Unf,0.0,650,650,GasA,TA,Y,SBrkr,888,676,0,1564,0,0,2,1,3,1,Bad/Typical,7,Typ,1,Attchd,1980.0,Unf,2,476,TA,TA,Y,0,50,0,0,204,0,0,4,2010,WD,Normal,171000,3,12.049418835484797,Q2,Q2
797,20,RL,71.0,8197,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Average,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,Bad/Typical,TA,CBlock,Neutral,TA,No,Unf,0.0,Unf,0.0,660,660,GasA,Ex,Y,SBrkr,1285,0,0,1285,0,0,1,1,3,1,Bad/Typical,7,Typ,1,Attchd,1977.0,RFn,2,528,TA,TA,Y,138,0,0,0,0,0,0,4,2007,WD,Normal,143500,3,11.874090314181814,Q2,Q1
798,20,RL,57.0,7677,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Average,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,No,BLQ,570.0,Unf,0.0,203,773,GasA,Gd,Y,SBrkr,773,0,0,773,0,0,1,0,2,1,Bad/Typical,4,Typ,0,Attchd,1953.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,0,4,2008,WD,Abnorml,110000,5,11.608235644774552,Q4,Q2
799,60,RL,104.0,13518,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Superb,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,Good/Excellent,TA,PConc,Good,TA,No,Unf,0.0,Unf,0.0,1926,1926,GasA,Ex,Y,SBrkr,1966,1174,0,3140,0,0,3,1,4,1,Good/Excellent,11,Typ,2,BuiltIn,2009.0,Fin,3,820,TA,TA,Y,144,78,0,0,0,0,0,7,2009,New,Partial,485000,4,13.091904169919621,Q2,Q4
800,50,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,Average,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,Bad/Typical,TA,BrkTil,Good,TA,No,ALQ,569.0,Unf,0.0,162,731,GasA,Ex,Y,SBrkr,981,787,0,1768,1,0,1,1,3,1,Good/Excellent,7,Typ,2,Detchd,1939.0,Unf,1,240,TA,TA,Y,0,0,264,0,0,0,0,6,2007,WD,Normal,175000,3,12.072541252905651,Q1,Q2
801,60,RL,79.0,12798,Pave,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,Average,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,Bad/Typical,TA,PConc,Good,TA,Gd,GLQ,462.0,Unf,0.0,154,616,GasA,Gd,Y,SBrkr,616,1072,0,1688,1,0,2,1,4,1,Good/Excellent,8,Typ,0,Attchd,1997.0,RFn,2,603,TA,TA,Y,403,114,185,0,0,0,400,5,2008,WD,Normal,200000,4,12.206072645530174,Q1,Q3
802,30,Other,40.0,4800,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Bad,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,No,LwQ,197.0,Unf,0.0,999,1196,GasA,Ex,Y,FuseA,1196,0,0,1196,1,0,1,0,2,1,Bad/Typical,5,Typ,0,Detchd,1957.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,109900,5,11.607326140391713,Q1,Q1
803,60,RL,63.0,8199,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Average,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,Good/Excellent,TA,PConc,Good,TA,Av,GLQ,648.0,Unf,0.0,80,728,GasA,Ex,Y,SBrkr,728,728,0,1456,1,0,2,1,3,1,Good/Excellent,7,Typ,1,Attchd,2005.0,Fin,2,410,TA,TA,Y,36,18,0,0,0,0,0,10,2008,WD,Normal,189000,4,12.14950229404178,Q4,Q3
804,60,RL,107.0,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Superb,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,Good/Excellent,TA,PConc,Good,TA,Gd,Unf,0.0,Unf,0.0,1734,1734,GasA,Ex,Y,SBrkr,1734,1088,0,2822,0,0,3,1,4,1,Good/Excellent,12,Typ,1,BuiltIn,2009.0,RFn,3,1020,TA,TA,Y,52,170,0,0,192,0,0,1,2009,New,Partial,582933,4,13.275827535915461,Q2,Q4
805,20,RL,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Average,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,No,LwQ,812.0,Unf,0.0,124,936,GasA,TA,Y,SBrkr,1128,0,0,1128,0,0,1,0,2,1,Bad/Typical,5,Min1,0,Attchd,1954.0,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Family,118000,4,11.678439903447801,Q4,Q2
806,20,RL,91.0,12274,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,Average,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Good/Excellent,TA,PConc,Good,TA,No,Unf,0.0,Unf,0.0,1417,1417,GasA,Ex,Y,SBrkr,1428,0,0,1428,0,0,2,0,3,1,Good/Excellent,6,Typ,0,Attchd,2008.0,RFn,2,554,TA,TA,Y,0,60,0,0,0,0,0,7,2008,New,Partial,227680,5,12.33569641332368,Q3,Q4
807,80,RL,75.0,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Average,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,Bad/Typical,TA,PConc,Neutral,TA,Av,ALQ,400.0,Rec,480.0,100,980,GasA,Gd,Y,SBrkr,980,0,0,980,0,0,2,0,3,1,Bad/Typical,6,Typ,0,Attchd,1967.0,Fin,1,384,TA,TA,Y,68,0,0,0,0,0,0,10,2006,WD,Normal,135500,5,11.816726919301892,Q4,Q2
808,70,RL,144.0,21384,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,Average,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,Gd,GLQ,1309.0,Unf,0.0,15,1324,GasA,Ex,Y,SBrkr,1072,504,0,1576,2,0,1,1,3,1,Good/Excellent,6,Typ,1,Attchd,1923.0,RFn,2,528,TA,TA,Y,0,312,0,0,0,0,0,5,2009,WD,Normal,223500,4,12.31716669303576,Q2,Q1
809,80,RL,85.0,13400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Average,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047.0,Bad/Typical,TA,CBlock,Neutral,TA,Av,ALQ,516.0,BLQ,128.0,380,1024,GasA,TA,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,Bad/Typical,6,Typ,1,Attchd,1966.0,RFn,2,484,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,159950,3,11.982616545377663,Q4,Q2
810,75,Other,90.0,8100,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Average,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,None,0.0,Bad/Typical,TA,PConc,Neutral,TA,No,Unf,0.0,Unf,0.0,849,849,GasA,TA,N,FuseA,1075,1063,0,2138,0,0,2,0,2,3,Bad/Typical,11,Typ,0,Detchd,1910.0,Unf,2,360,Fa,Po,N,40,156,0,0,0,0,0,11,2009,WD,Normal,106000,4,11.571194373094205,Q3,Q1
811,20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Average,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,Bad/Typical,TA,CBlock,Neutral,TA,No,ALQ,663.0,LwQ,377.0,0,1040,GasA,Fa,Y,SBrkr,1309,0,0,1309,1,0,1,1,3,1,Good/Excellent,5,Typ,1,Attchd,1974.0,RFn,2,484,TA,TA,Y,265,0,0,0,0,648,0,1,2006,WD,Normal,181000,2,12.106252310247962,Q2,Q3
812,120,Other,,4438,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Average,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Good/Excellent,TA,PConc,Good,TA,Gd,GLQ,662.0,Unf,0.0,186,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Good/Excellent,4,Typ,1,Attchd,2004.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,0,6,2008,ConLD,Normal,144500,5,11.881034786534624,Q4,Q3
813,20,Other,66.0,8712,Grvl,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,Average,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,Av,Unf,0.0,Unf,0.0,540,540,GasA,TA,N,FuseA,1044,0,0,1044,0,0,1,0,2,1,Bad/Typical,4,Typ,0,Basment,1952.0,Unf,2,504,TA,TA,N,0,0,0,0,0,0,54,6,2010,WD,Alloca,55993,4,10.932981961904135,Q1,Q1
814,20,RL,75.0,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Average,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,Bad/Typical,TA,CBlock,Neutral,TA,No,Rec,608.0,Unf,0.0,834,1442,GasA,Gd,Y,SBrkr,1442,0,0,1442,0,0,1,1,4,1,Bad/Typical,7,Typ,0,Attchd,1958.0,RFn,1,301,TA,TA,Y,0,0,275,0,0,0,500,4,2007,COD,Normal,157900,4,11.969717200243734,Q4,Q2
815,50,RL,45.0,8248,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Average,7,1918,1950,Gable,CompShg,Stucco,Stucco,None,0.0,Bad/Typical,TA,BrkTil,Neutral,TA,No,Unf,0.0,Unf,0.0,686,686,GasW,Gd,Y,SBrkr,686,564,0,1250,0,1,1,1,3,1,Bad/Typical,7,Typ,0,Detchd,1955.0,Unf,1,280,TA,TA,P,207,0,96,0,0,0,0,7,2006,WD,Normal,116000,4,11.661345470088502,Q3,Q1
816,20,RL,48.0,12137,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Average,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,Bad/Typical,TA,PConc,Good,TA,No,Unf,0.0,Unf,0.0,1649,1649,GasA,Ex,Y,SBrkr,1661,0,0,1661,0,0,2,0,3,1,Good/Excellent,6,Typ,0,Attchd,1998.0,RFn,2,598,TA,TA,Y,0,34,0,0,0,0,0,5,2010,WD,Normal,224900,5,12.323411137947407,Q4,Q3
817,20,RL,,11425,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Average,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,No,BLQ,486.0,Unf,0.0,522,1008,GasA,Gd,Y,SBrkr,1008,0,0,1008,0,0,1,0,2,1,Bad/Typical,4,Typ,1,Attchd,1954.0,RFn,1,275,TA,TA,Y,0,0,120,0,0,0,0,7,2006,WD,Normal,137000,5,11.827736204810263,Q4,Q2
818,20,RL,,13265,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Superb,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,Good/Excellent,TA,PConc,Good,TA,No,GLQ,1218.0,Unf,0.0,350,1568,GasA,Ex,Y,SBrkr,1689,0,0,1689,1,0,2,0,3,1,Good/Excellent,7,Typ,2,Attchd,2002.0,RFn,3,857,TA,TA,Y,150,59,0,0,0,0,0,7,2008,WD,Normal,271000,5,12.509874099861838,Q1,Q2
819,80,RL,80.0,8816,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,Average,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,Bad/Typical,TA,CBlock,Neutral,TA,Av,GLQ,504.0,Unf,0.0,506,1010,GasA,Gd,Y,SBrkr,1052,0,0,1052,1,0,1,0,3,1,Bad/Typical,6,Typ,0,Attchd,1971.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,155000,4,11.951180395901384,Q1,Q3
820,120,RL,44.0,6371,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Average,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,Good/Excellent,TA,PConc,Good,TA,Mn,GLQ,733.0,Unf,0.0,625,1358,GasA,Ex,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Good/Excellent,6,Typ,1,Attchd,2010.0,RFn,2,484,TA,TA,Y,192,35,0,0,0,0,0,6,2010,New,Partial,224000,4,12.319401330837177,Q2,Q4
821,60,RL,72.0,7226,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Average,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Good/Excellent,TA,PConc,Good,TA,No,Unf,0.0,Unf,0.0,798,798,GasA,Ex,Y,SBrkr,798,842,0,1640,0,0,2,1,3,1,Good/Excellent,6,Typ,0,Attchd,2003.0,RFn,2,595,TA,TA,Y,0,45,0,0,0,0,0,6,2008,WD,Normal,183000,5,12.117241431823558,Q4,Q3
822,20,Other,60.0,6000,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,Bad,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,Bad/Typical,TA,CBlock,Bad,TA,No,Unf,0.0,Unf,0.0,936,936,GasA,TA,N,SBrkr,936,0,0,936,0,0,1,0,2,1,Bad/Typical,4,Min2,0,Detchd,1974.0,Unf,2,576,TA,TA,Y,0,32,112,0,0,0,0,2,2009,WD,Normal,93000,4,11.440354772135393,Q3,Q1
823,60,RL,,12394,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Average,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Good/Excellent,TA,PConc,Good,TA,Gd,Unf,0.0,Unf,0.0,847,847,GasA,Ex,Y,SBrkr,847,886,0,1733,0,0,2,1,3,1,Good/Excellent,7,Typ,1,BuiltIn,2003.0,Fin,2,433,TA,TA,Y,100,48,0,0,0,0,0,10,2007,WD,Family,225000,5,12.323855681186558,Q3,Q3
824,50,RL,60.0,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Average,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,Bad/Typical,TA,BrkTil,Neutral,TA,No,Unf,0.0,Unf,0.0,778,778,GasA,TA,Y,SBrkr,944,545,0,1489,0,0,2,0,3,1,Bad/Typical,7,Typ,1,Detchd,1940.0,Unf,1,240,TA,TA,Y,335,0,0,0,0,0,0,7,2009,WD,Normal,139500,3,11.845819880243557,Q1,Q2
825,20,Other,81.0,11216,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Superb,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Good/Excellent,TA,PConc,Good,Gd,No,Unf,0.0,Unf,0.0,1489,1489,GasA,Ex,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,1,Good/Excellent,7,Typ,1,Attchd,2006.0,RFn,2,776,TA,TA,Y,0,140,0,0,0,0,0,6,2006,New,Partial,232600,4,12.3570755190667,Q3,Q4
826,20,RL,114.0,14803,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,Superb,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,BrkFace,816.0,Good/Excellent,TA,PConc,Good,TA,Av,GLQ,1636.0,Unf,0.0,442,2078,GasA,Ex,Y,SBrkr,2084,0,0,2084,1,0,2,0,2,1,Good/Excellent,7,Typ,1,Attchd,2007.0,Fin,3,1220,TA,TA,Y,188,45,0,0,0,0,0,6,2008,New,Partial,385000,4,12.86099861326992,Q2,Q4
827,45,Other,50.0,6130,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,Average,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Bad/Typical,TA,BrkTil,Neutral,TA,No,ALQ,784.0,Unf,0.0,0,784,GasA,Gd,Y,SBrkr,784,0,0,784,1,0,1,0,2,1,Good/Excellent,5,Typ,0,No Garage,,No Garage,0,0,No Garage,No Garage,Y,0,0,116,0,0,0,0,5,2008,WD,Normal,109500,10,11.603679828238693,Q2,Q1
828,20,RL,65.0,8529,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Average,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Good/Excellent,TA,PConc,Good,TA,No,GLQ,20.0,Unf,0.0,1434,1454,GasA,Ex,Y,SBrkr,1434,0,0,1434,0,0,2,0,3,1,Good/Excellent,6,Typ,1,Attchd,2001.0,RFn,2,527,TA,TA,Y,290,39,0,0,0,0,0,4,2009,WD,Normal,189000,4,12.14950229404178,Q2,Q2
829,60,RL,,28698,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,Average,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,0.0,Bad/Typical,TA,PConc,Neutral,Gd,Gd,LwQ,249.0,ALQ,764.0,0,1013,GasA,TA,Y,SBrkr,1160,966,0,2126,0,1,2,1,3,1,Bad/Typical,7,Min2,0,Attchd,1967.0,Fin,2,538,TA,TA,Y,486,0,0,0,225,0,0,6,2009,WD,Abnorml,185000,6,12.128111104060462,Q1,Q3
830,160,Other,24.0,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Average,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Good/Excellent,TA,PConc,Good,TA,No,Unf,0.0,Unf,0.0,600,600,GasA,Ex,Y,SBrkr,520,623,80,1223,0,0,2,1,2,1,Good/Excellent,4,Typ,0,Detchd,2005.0,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,0,7,2006,WD,Normal,147400,4,11.900905258737373,Q3,Q4
831,20,RL,80.0,11900,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Average,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,Bad/Typical,TA,CBlock,Neutral,TA,No,Rec,1040.0,Unf,0.0,352,1392,GasA,TA,Y,FuseA,1392,0,0,1392,1,0,1,1,3,1,Bad/Typical,6,Typ,2,Attchd,1957.0,RFn,2,458,TA,TA,Y,0,0,0,0,192,0,0,6,2008,WD,Normal,166000,4,12.01974306733868,Q4,Q2
832,160,Other,30.0,3180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Average,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Bad/Typical,TA,PConc,Good,TA,No,Unf,0.0,Unf,0.0,600,600,GasA,Ex,Y,SBrkr,520,600,80,1200,0,0,2,1,2,1,Good/Excellent,4,Typ,0,Detchd,2005.0,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,0,6,2006,WD,Normal,151000,4,11.925035115797062,Q3,Q4
833,60,RL,44.0,9548,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Average,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,Good/Excellent,TA,PConc,Good,TA,No,GLQ,483.0,Unf,0.0,458,941,GasA,Ex,Y,SBrkr,941,888,0,1829,1,0,2,1,3,1,Good/Excellent,7,Typ,1,Attchd,2003.0,RFn,2,613,TA,TA,Y,192,39,0,0,0,0,0,1,2010,WD,Normal,237000,4,12.375815420117268,Q4,Q3
